N,P,K,temperature,humidity,ph,rainfall,label
36.94,14.14,61.56,32.12,97.74,7.16,116.06,blackgram
43.77,92.07,121.46,31.34,121.3,7.65,81.38,maize
51.87,27.34,115.32,24.98,66.42,6.43,145.2,coconut
111.41,63.65,-69.29,23.57,48.35,8.08,80.67,jute
17.1,64.07,-17.07,18.67,15.68,7.15,66.92,cotton
23.92,57.29,42.7,22.13,58.55,6.16,100.75,kidneybeans
42.6,37.28,4.26,30.2,71.69,6.1,192.27,coconut
-11.33,66.14,62.27,26.92,31.02,5.16,120.54,rice
97.72,104.8,108.35,27.99,93.21,6.86,58.84,cotton
95.53,57.27,-39.83,27.5,72.45,6.7,97.37,apple
92.21,68.61,3.03,22.38,67.27,6.06,98.79,papaya
65.66,105.97,56.77,30.43,20.91,6.86,100.64,chickpea
-25.04,22.5,17.37,36.25,71.99,6.71,72.52,cotton
65.05,90.71,1.45,24.99,104.22,7.83,138.86,blackgram
36.76,1.81,80.94,23.54,53.19,6.88,207.05,orange
48.72,57.97,78.45,18.79,74.42,7.0,136.4,pigeonpeas
87.17,26.3,63.2,26.08,82.62,6.45,138.62,grapes
52.71,46.51,-37.37,19.55,36.52,6.23,17.6,coconut
75.03,43.85,65.39,23.2,101.97,5.65,94.59,muskmelon
66.83,145.33,29.36,30.46,61.73,5.65,134.73,coconut
114.71,92.67,18.45,24.76,31.58,6.94,82.99,orange
90.45,4.87,28.77,27.73,78.91,6.93,153.49,apple
86.6,50.63,-44.35,28.05,65.72,6.73,150.52,orange
25.58,93.64,15.78,17.3,125.76,8.05,141.12,muskmelon
95.23,96.88,-15.7,27.04,72.73,5.48,156.76,coffee
-18.71,55.01,46.22,24.67,44.83,5.61,113.98,Arecanut
55.04,91.03,73.83,26.99,66.77,6.12,58.83,mango
109.15,58.35,38.11,31.72,76.16,7.72,114.49,banana
7.12,38.61,78.75,19.98,71.48,6.16,100.82,watermelon
74.82,16.47,21.38,28.91,50.28,7.4,93.39,jute
40.54,7.12,55.62,22.09,116.28,6.22,13.46,papaya
112.12,111.15,103.2,24.22,62.86,4.79,46.59,orange
71.02,-26.81,101.92,25.76,50.0,6.55,107.56,coconut
112.05,87.86,-87.13,36.8,46.87,7.12,73.91,Paddy
59.07,30.12,15.6,17.21,17.39,6.12,137.7,coffee
23.64,116.21,205.68,33.36,93.86,5.59,128.73,Paddy
49.6,71.31,24.18,28.7,75.37,7.54,49.86,blackgram
130.19,44.91,2.57,23.36,96.09,6.85,121.52,Arecanut
144.74,54.8,45.22,33.88,89.8,6.03,141.68,rice
27.56,79.99,69.41,24.24,65.87,5.62,119.52,grapes
58.93,54.9,62.23,30.73,45.04,6.95,86.55,mango
18.16,50.27,73.7,20.53,44.5,5.97,120.91,cotton
1.97,57.52,78.62,29.18,48.0,6.3,76.59,mungbean
84.73,-41.97,-9.45,29.05,67.94,4.99,82.78,pomegranate
43.04,75.29,-1.55,26.28,44.72,7.56,28.87,watermelon
35.23,75.98,78.29,37.02,91.32,5.55,97.67,banana
59.23,41.36,108.5,12.57,57.36,7.0,85.96,kidneybeans
102.11,79.94,-35.16,26.12,78.68,6.78,77.09,muskmelon
34.03,55.35,56.91,26.0,111.85,6.17,125.51,mothbeans
36.9,68.14,10.17,22.64,70.65,6.46,242.18,pigeonpeas
101.36,36.26,-3.09,20.53,79.48,7.72,63.83,rice
69.98,141.89,11.07,26.08,63.58,7.54,176.21,coffee
-24.72,77.4,-11.71,29.04,49.95,7.74,51.58,watermelon
12.87,40.56,47.49,24.61,49.62,7.06,110.09,pomegranate
52.15,72.37,-53.23,28.56,74.57,6.0,77.95,lentil
72.43,69.41,128.5,33.15,87.6,5.53,126.82,chickpea
73.19,44.96,7.43,26.38,95.15,7.76,77.54,Arecanut
88.15,34.83,49.26,17.4,42.52,6.05,119.28,kidneybeans
18.76,46.97,-1.05,22.32,98.86,6.41,58.02,kidneybeans
7.51,91.27,-45.9,25.96,86.7,5.34,125.71,kidneybeans
57.18,23.23,29.78,32.58,97.58,6.97,178.72,Paddy
68.16,30.16,81.68,23.71,40.25,6.59,196.4,apple
58.71,99.75,36.14,34.87,91.63,6.74,132.0,orange
38.19,74.06,101.06,24.48,84.44,6.4,192.83,rice
14.1,65.63,113.47,24.15,84.88,6.2,83.23,kidneybeans
-45.25,49.03,2.73,33.88,52.36,7.1,128.92,mungbean
54.57,10.18,70.14,24.79,64.63,5.51,19.61,lentil
23.36,14.55,41.47,25.13,60.17,5.97,7.35,pigeonpeas
37.98,57.37,-15.99,24.51,54.45,6.2,105.1,banana
60.89,52.08,26.2,19.75,73.11,6.44,50.08,mango
60.72,52.17,79.97,20.3,48.18,6.62,167.4,grapes
119.54,64.68,-6.85,23.7,54.4,7.62,166.33,kidneybeans
69.2,33.18,138.92,31.05,64.84,6.61,85.04,blackgram
75.25,69.38,34.03,24.04,64.85,6.04,120.01,chickpea
-48.66,33.63,105.36,21.94,68.9,7.73,61.45,mungbean
60.44,10.04,170.72,30.91,67.6,6.42,49.6,mothbeans
42.98,88.4,4.45,20.05,57.08,5.63,133.49,orange
31.51,10.74,91.58,29.24,68.17,6.64,13.86,coffee
62.31,61.07,81.37,28.17,79.99,6.5,63.92,coffee
59.52,22.55,11.68,32.85,116.01,6.03,40.84,coconut
19.16,50.89,-51.41,32.02,65.8,6.84,2.7,lentil
94.99,79.13,25.52,30.38,75.73,5.52,124.56,blackgram
-8.38,48.32,-38.83,26.89,77.42,6.89,144.68,papaya
18.59,97.77,64.86,28.15,73.91,7.72,167.98,muskmelon
-8.88,70.6,16.27,27.34,88.1,7.5,192.72,chickpea
68.24,75.19,136.21,25.02,76.18,6.39,54.73,grapes
13.94,73.44,21.36,16.94,101.17,6.16,127.03,papaya
36.2,61.4,-6.91,23.58,65.28,5.94,175.81,pigeonpeas
40.27,59.2,-62.83,28.17,76.05,8.18,17.17,mango
9.8,26.63,3.68,21.07,102.24,4.7,138.37,kidneybeans
-31.5,81.82,34.09,30.16,92.63,7.26,92.5,rice
53.14,116.24,-0.04,19.43,83.81,7.61,140.02,orange
28.78,45.18,-55.21,29.55,45.45,4.55,119.38,pigeonpeas
62.38,92.11,49.75,19.85,68.65,6.52,175.31,watermelon
19.13,91.48,85.86,30.95,53.57,6.15,60.44,pigeonpeas
41.7,39.02,62.42,27.43,68.49,7.53,94.9,mungbean
14.94,111.02,57.29,18.58,61.13,7.06,162.13,mango
54.39,46.26,108.49,27.82,76.91,5.61,132.46,watermelon
9.36,10.34,113.33,16.85,55.4,6.2,140.25,blackgram
52.62,38.43,35.96,21.57,77.77,6.26,-28.29,watermelon
95.96,24.54,137.88,26.91,78.75,5.5,99.84,papaya
118.59,108.53,109.6,30.76,79.75,6.74,128.15,mango
81.99,132.67,109.24,23.53,48.22,6.53,71.09,kidneybeans
105.53,34.53,57.29,26.22,75.07,6.03,72.51,jute
34.39,74.7,58.01,24.0,63.33,6.69,105.12,jute
113.62,56.23,81.7,16.96,77.32,5.44,82.05,pigeonpeas
0.76,31.05,84.54,21.82,49.0,6.03,77.21,watermelon
141.54,69.97,-10.27,22.36,108.05,7.67,150.67,chickpea
-2.86,31.04,36.1,23.75,64.21,6.14,122.86,mango
7.73,-14.79,103.88,27.05,107.75,7.9,121.46,rice
45.98,100.59,40.66,27.78,69.64,5.93,93.63,papaya
34.42,64.15,77.67,34.84,87.16,5.22,202.66,mango
0.49,105.45,53.59,26.68,74.15,7.28,43.08,pomegranate
68.53,18.83,48.01,32.71,80.35,6.11,31.9,blackgram
77.16,52.12,-9.96,29.24,97.56,7.39,16.05,cotton
62.84,88.9,88.35,15.34,68.29,7.15,153.26,grapes
11.42,46.78,22.53,27.47,47.09,7.4,47.25,pigeonpeas
55.06,33.97,63.25,26.39,104.85,6.19,14.72,lentil
11.49,66.2,33.34,23.05,30.66,6.73,91.18,mothbeans
28.52,33.44,-48.73,34.67,64.77,6.93,36.81,pomegranate
112.45,51.41,-5.12,28.01,70.04,5.44,47.69,jute
87.99,43.92,-30.85,23.66,71.76,6.61,30.63,Paddy
109.81,52.81,44.19,24.96,90.32,7.04,168.59,blackgram
1.14,15.67,168.69,22.47,52.05,6.18,124.42,pomegranate
91.95,91.38,19.78,30.41,39.47,7.57,94.57,pomegranate
19.74,54.09,114.97,24.61,67.23,7.44,73.76,muskmelon
175.61,54.29,15.86,23.94,31.13,6.59,82.71,watermelon
78.43,28.12,96.01,29.35,70.58,5.22,88.42,pigeonpeas
62.75,12.36,150.09,19.98,56.73,6.72,84.43,Arecanut
77.28,16.63,-29.73,24.63,44.41,6.7,126.46,papaya
75.67,44.63,67.34,21.65,64.85,5.34,112.84,chickpea
87.47,24.98,-17.65,23.06,65.49,6.55,100.14,apple
35.37,11.28,-55.7,31.0,102.17,6.33,146.09,orange
24.85,56.57,4.04,20.15,74.92,5.97,55.12,orange
50.82,55.4,62.29,27.13,134.34,5.68,129.34,mango
38.16,79.36,79.22,28.98,105.44,6.56,126.22,mango
1.83,53.76,-11.64,22.42,74.77,5.96,200.11,chickpea
43.33,48.76,-19.07,31.79,61.16,7.18,84.69,orange
44.55,5.14,101.79,29.42,79.88,5.86,163.65,coffee
60.99,9.49,-32.45,28.33,80.6,7.11,0.02,papaya
-14.36,86.17,91.57,23.45,70.85,6.27,1.79,lentil
17.64,82.44,54.69,23.12,42.01,6.67,123.56,mungbean
73.24,-6.35,8.4,39.05,46.69,6.72,53.91,pomegranate
29.2,85.48,19.88,31.42,62.95,6.05,11.55,jute
-0.0,19.04,103.12,25.59,74.55,7.3,143.27,pigeonpeas
25.83,59.46,0.7,18.97,64.44,7.37,64.97,watermelon
41.93,46.71,41.02,28.34,83.17,6.0,57.0,pomegranate
107.7,111.66,89.6,24.98,62.58,6.46,59.08,Arecanut
23.48,-7.34,-106.8,22.02,70.36,5.68,86.9,cotton
4.85,100.79,26.84,28.39,93.57,6.66,90.7,banana
77.85,71.48,91.22,21.12,52.54,5.95,183.52,rice
82.85,100.91,46.66,24.59,65.37,6.17,183.76,coffee
-54.0,16.38,-7.8,25.98,101.39,7.95,-13.15,mango
41.0,17.41,-33.07,20.52,58.74,5.84,66.58,muskmelon
81.52,18.07,-47.72,25.36,87.25,5.17,108.35,watermelon
-40.28,48.11,34.39,26.41,18.24,6.1,42.39,pigeonpeas
62.09,61.56,79.96,29.18,75.55,8.51,107.94,coffee
25.58,67.99,49.45,35.02,102.17,6.72,38.14,orange
29.37,65.01,-2.43,17.29,21.39,5.84,162.7,mungbean
40.36,25.43,50.86,29.57,46.96,6.33,90.5,Arecanut
52.67,36.12,143.46,24.82,80.91,6.66,150.48,lentil
27.04,-2.08,-26.25,22.2,96.19,5.85,46.46,lentil
46.43,93.73,166.68,27.64,59.4,7.1,221.79,apple
81.44,70.57,77.06,30.37,87.84,5.09,72.73,Arecanut
95.34,80.89,-36.22,26.51,28.05,7.44,102.3,pigeonpeas
101.85,89.84,-47.33,24.84,42.65,7.57,140.52,blackgram
76.96,67.54,136.29,25.7,60.48,6.13,161.56,mothbeans
56.05,50.21,163.54,32.61,97.4,5.79,72.14,watermelon
8.23,15.17,-16.87,16.48,89.59,6.98,100.38,kidneybeans
43.16,-12.32,-49.55,22.03,54.07,7.31,114.51,kidneybeans
128.14,77.97,10.48,34.56,98.88,6.74,136.47,cotton
121.19,18.89,34.32,26.13,80.27,4.94,66.76,mothbeans
63.99,25.36,58.22,23.34,31.9,6.59,35.37,banana
20.01,93.62,-0.15,34.91,43.61,4.75,133.95,kidneybeans
49.97,128.71,25.1,27.19,86.43,6.55,142.6,mothbeans
16.71,48.57,106.1,19.22,81.54,4.79,141.47,jute
60.09,42.44,34.06,31.78,56.43,5.61,87.2,muskmelon
6.31,52.6,88.31,27.88,55.53,6.48,169.8,cotton
69.75,61.28,35.52,25.32,81.3,6.44,81.99,mungbean
48.55,108.87,44.59,15.92,70.0,6.29,65.51,coconut
41.06,19.62,108.89,21.57,60.27,5.35,195.05,kidneybeans
66.99,51.29,88.29,19.75,53.61,5.16,110.01,papaya
54.62,105.29,42.35,25.74,84.83,6.27,68.65,muskmelon
50.29,89.53,20.39,19.74,91.7,6.0,106.34,coffee
36.51,64.39,48.01,17.37,106.64,5.98,76.06,coconut
36.16,68.3,91.72,20.1,128.13,6.96,-0.54,Paddy
68.14,3.41,77.67,19.32,92.72,5.94,144.59,lentil
25.8,44.05,159.7,31.79,103.4,7.65,97.84,apple
5.77,63.65,-6.04,23.14,83.03,7.02,136.54,mothbeans
111.79,59.96,42.33,29.21,69.67,7.14,73.39,mothbeans
19.86,102.75,12.1,30.04,90.8,6.6,115.06,lentil
27.36,25.49,49.04,28.99,61.83,5.59,174.75,pigeonpeas
20.36,15.38,77.42,29.14,63.91,7.18,114.61,lentil
59.74,18.17,-11.37,28.37,54.77,6.18,70.9,blackgram
-0.38,24.56,58.15,24.19,58.21,7.07,41.32,coconut
94.64,57.5,16.03,26.02,96.19,6.54,158.43,maize
-20.83,85.54,54.62,19.66,70.76,7.52,127.65,banana
15.78,101.64,36.53,23.26,22.58,5.87,177.41,Arecanut
30.93,35.99,18.91,26.02,91.83,5.28,-38.89,chickpea
54.68,31.51,39.56,17.71,92.73,6.73,112.33,blackgram
108.7,36.61,80.14,31.48,80.35,6.98,104.35,muskmelon
34.61,65.19,88.48,26.66,28.42,6.06,91.0,orange
-18.53,67.72,61.08,29.33,96.62,4.97,97.6,apple
14.71,25.35,16.51,29.04,94.99,5.95,18.61,mungbean
33.98,61.71,140.71,25.66,76.37,6.61,112.07,Paddy
75.97,35.92,93.28,11.44,44.8,7.55,112.12,pomegranate
55.87,101.55,1.57,27.01,92.81,6.25,111.81,banana
78.48,21.04,56.24,31.4,77.56,6.76,80.44,cotton
27.31,54.37,24.3,22.75,77.44,6.58,105.86,orange
73.36,51.4,57.87,34.42,117.11,6.19,131.56,blackgram
35.45,49.3,63.75,34.57,27.68,4.57,102.65,chickpea
41.54,46.03,55.89,31.19,60.64,6.52,99.29,kidneybeans
86.71,49.72,125.64,30.98,55.4,6.53,130.97,mango
51.37,58.59,-54.35,29.64,83.08,6.45,102.63,cotton
52.64,53.02,-21.19,28.87,68.62,6.46,130.99,papaya
37.79,43.68,62.72,19.16,61.74,6.52,83.21,rice
74.68,86.71,31.26,30.3,66.32,5.59,125.0,chickpea
78.25,50.69,122.64,27.78,35.36,6.11,2.99,coconut
35.86,53.7,97.63,27.05,46.42,6.08,183.32,apple
97.9,81.26,34.22,28.66,48.06,6.3,76.02,Paddy
36.64,40.71,74.11,18.74,78.31,5.97,89.89,coffee
110.82,73.55,-15.56,26.76,66.52,6.19,186.54,lentil
40.03,43.72,90.83,25.54,84.45,7.1,95.35,muskmelon
51.08,-5.97,50.64,18.0,63.86,7.47,70.76,kidneybeans
65.5,59.25,67.92,29.45,93.2,5.96,133.71,jute
67.2,40.18,34.12,23.6,53.58,6.47,125.34,papaya
71.1,31.46,-28.14,19.72,54.37,7.35,167.28,Arecanut
77.69,18.36,48.79,32.64,39.56,6.72,104.81,pigeonpeas
56.38,10.0,-2.73,17.64,75.85,7.16,88.39,Paddy
6.93,33.41,12.86,34.92,51.37,6.06,152.12,watermelon
84.53,48.89,59.42,29.68,97.25,6.69,225.79,pomegranate
11.4,0.84,58.38,32.82,74.77,7.08,64.9,coffee
40.78,91.66,68.46,25.05,56.33,6.3,19.51,cotton
-68.21,100.59,128.45,33.09,91.89,5.45,165.72,chickpea
100.6,4.76,62.54,26.94,93.4,6.73,45.09,banana
-14.09,93.96,39.72,21.97,71.4,7.15,7.64,coffee
64.53,49.06,8.8,38.14,78.42,6.11,75.19,coffee
19.84,97.73,46.29,38.67,103.34,6.46,126.48,mango
41.79,90.97,37.05,23.62,47.04,6.75,189.42,coconut
87.35,82.58,153.03,20.41,71.91,6.6,61.92,maize
23.19,85.64,74.03,24.78,96.64,6.73,145.28,Arecanut
63.2,24.26,167.58,23.05,37.86,7.81,124.39,mango
60.93,67.12,3.31,28.66,70.66,5.9,14.98,cotton
81.49,39.26,104.34,20.82,82.78,4.99,23.31,watermelon
69.95,19.77,-17.47,21.55,67.97,6.3,285.48,coconut
52.29,15.05,60.61,26.26,94.56,7.39,110.93,chickpea
94.31,27.21,-5.62,41.01,56.83,5.74,113.29,lentil
65.51,66.23,63.15,19.06,84.4,7.49,67.43,jute
78.79,38.5,86.03,28.71,83.23,7.3,49.56,coffee
-43.92,66.24,42.9,23.52,85.25,7.01,268.58,coconut
65.65,50.67,114.52,21.71,59.86,5.62,58.11,lentil
73.14,-22.35,-8.13,20.77,81.74,7.1,113.05,kidneybeans
-2.74,59.71,63.62,15.35,56.07,6.57,34.67,grapes
37.74,7.01,-1.12,29.64,26.3,6.5,66.38,muskmelon
43.12,96.96,20.73,20.05,53.82,6.03,163.87,Arecanut
51.71,52.84,134.3,27.64,87.17,6.65,134.01,coconut
28.27,81.04,17.16,30.6,96.01,6.21,34.61,mothbeans
68.74,18.84,52.16,22.33,111.98,5.86,101.81,blackgram
86.36,41.98,63.37,22.62,87.46,6.44,68.71,coffee
32.79,39.68,112.06,24.84,15.64,7.13,13.89,chickpea
10.19,26.73,30.96,27.41,49.52,5.7,51.5,mungbean
29.83,-1.85,47.7,34.24,99.83,6.06,100.46,chickpea
44.13,66.1,21.92,29.95,67.86,5.32,160.06,Paddy
21.77,123.5,112.47,33.26,81.15,6.15,34.56,lentil
97.41,102.31,105.59,31.24,73.85,6.18,135.67,kidneybeans
27.66,16.35,-19.48,24.54,59.89,6.44,-9.33,cotton
89.13,80.87,66.68,26.61,38.55,6.88,271.4,blackgram
127.48,73.58,32.44,27.17,71.85,6.33,120.85,jute
31.35,65.89,16.01,22.63,93.63,5.46,90.56,apple
45.21,101.94,38.27,22.02,88.24,6.54,78.2,jute
80.58,49.91,-23.4,28.35,48.51,5.71,137.48,chickpea
57.67,34.12,24.51,20.72,36.13,6.68,107.66,maize
19.77,31.49,74.97,21.24,83.52,7.57,166.86,lentil
51.19,130.6,-1.56,25.2,66.01,5.66,42.42,watermelon
40.06,63.01,9.05,26.4,64.13,5.89,165.59,jute
75.63,80.37,-34.81,27.35,76.03,7.57,109.78,papaya
29.98,91.32,32.99,27.97,72.85,6.48,90.67,banana
6.92,104.41,93.78,19.39,32.51,6.57,187.47,jute
21.17,39.13,29.55,31.02,98.26,7.59,110.58,watermelon
86.0,73.74,87.79,30.35,57.34,7.8,59.97,coffee
36.83,69.63,51.54,28.65,78.45,5.52,63.31,pigeonpeas
66.57,99.26,102.5,24.95,85.89,6.28,196.4,cotton
105.0,103.72,60.71,22.36,63.07,6.74,204.33,coconut
90.78,37.82,95.58,29.75,81.53,6.29,38.5,chickpea
122.25,53.65,49.6,31.81,44.1,5.2,111.25,rice
93.02,96.05,78.94,28.02,108.9,6.02,84.2,pigeonpeas
67.36,27.91,114.6,32.12,111.15,6.1,207.34,jute
101.74,87.98,9.81,30.02,40.01,5.91,106.11,coffee
74.99,23.12,64.87,14.3,91.64,6.84,87.23,orange
19.66,31.44,14.04,29.98,109.39,6.83,182.12,jute
2.79,18.08,-32.22,16.35,109.19,6.47,109.02,papaya
112.15,37.44,113.24,31.02,88.13,5.23,81.02,papaya
23.26,69.83,-4.53,28.76,62.46,6.01,99.64,papaya
96.81,83.62,-29.78,24.25,33.61,6.91,193.58,apple
22.94,88.43,29.58,25.73,46.65,6.37,161.6,lentil
44.75,65.63,90.34,29.53,46.77,6.92,116.52,mothbeans
72.68,44.44,81.99,34.81,97.72,6.6,135.58,cotton
25.06,83.96,21.52,22.75,49.49,5.37,119.53,lentil
84.47,-27.75,32.42,20.36,120.04,7.19,88.14,chickpea
43.2,-16.41,44.53,42.81,48.25,6.8,95.45,papaya
41.59,74.61,84.01,24.73,85.44,6.52,130.19,chickpea
72.84,77.1,120.16,26.55,92.6,6.7,0.76,rice
137.94,53.7,-10.44,20.29,26.34,6.01,123.7,coffee
112.2,36.75,46.41,26.35,45.1,5.9,58.87,coconut
25.69,112.83,-15.15,30.77,76.26,5.91,72.38,grapes
-20.49,57.22,25.42,22.07,86.9,6.99,115.02,blackgram
107.78,76.63,18.47,30.92,105.56,5.73,130.35,muskmelon
118.37,15.55,-7.07,17.72,81.49,4.74,100.81,coconut
60.54,52.13,9.63,28.16,77.79,7.44,181.68,rice
38.12,11.83,-9.54,25.65,56.9,5.54,96.51,papaya
-13.62,78.24,102.43,17.21,69.56,5.63,185.38,lentil
26.44,76.53,62.95,22.39,76.21,5.96,29.31,apple
78.28,2.64,44.4,27.27,46.86,6.18,136.02,banana
10.17,72.01,95.46,27.0,109.03,5.84,124.21,jute
57.7,76.52,12.14,18.39,53.69,6.35,146.45,Arecanut
46.06,92.53,65.22,21.03,62.35,7.84,133.24,mango
62.5,40.86,24.52,27.1,69.63,6.67,69.02,coffee
92.3,113.76,26.41,29.03,58.02,8.44,94.12,orange
34.91,47.21,-7.88,27.07,81.18,6.86,146.82,banana
64.21,18.68,70.63,23.5,38.36,6.37,108.96,apple
105.33,95.89,126.12,17.66,50.76,6.05,134.44,cotton
32.9,64.22,101.32,23.55,58.16,6.57,143.93,mungbean
54.59,74.96,18.06,19.9,61.68,6.36,128.63,mango
83.3,139.8,-20.26,27.86,58.56,3.51,157.05,chickpea
85.39,72.73,41.89,13.9,101.71,4.78,168.36,muskmelon
42.64,27.84,-0.32,28.2,74.27,6.42,129.45,jute
56.65,11.15,53.5,21.42,46.75,6.09,-20.53,mothbeans
114.39,71.59,-7.58,22.46,106.3,6.94,92.26,blackgram
13.84,59.72,0.73,27.92,44.48,6.31,93.61,apple
81.98,32.86,23.76,23.56,126.2,5.82,26.26,rice
39.31,75.74,107.9,26.9,83.74,6.47,75.71,jute
118.92,-31.02,93.17,23.92,47.62,5.75,207.37,Arecanut
22.9,38.48,47.26,23.35,75.48,8.07,128.07,mango
29.03,103.55,-16.78,20.2,84.11,5.9,170.07,chickpea
81.8,12.21,46.2,32.14,60.57,5.48,133.62,rice
49.91,38.83,90.19,21.77,63.59,6.57,63.12,orange
27.03,45.75,119.56,25.82,68.23,6.95,58.44,apple
55.06,86.8,102.34,23.78,56.41,7.28,141.79,chickpea
14.06,92.45,126.93,31.12,68.15,5.41,116.17,mothbeans
-12.4,22.58,50.31,25.75,76.73,5.52,200.93,maize
90.01,70.86,69.99,24.55,100.74,6.9,184.12,mungbean
71.97,20.57,22.31,21.54,81.59,6.27,166.54,blackgram
14.11,74.34,46.98,23.14,62.31,5.61,148.22,banana
76.61,72.3,92.85,30.35,45.5,6.94,-30.44,grapes
21.73,111.05,47.39,22.11,46.44,6.77,68.01,rice
51.87,71.78,65.31,31.7,87.34,5.97,68.49,papaya
120.42,81.13,22.22,26.83,73.55,6.1,89.32,mango
38.66,78.7,12.98,24.84,60.05,6.16,64.71,cotton
93.41,38.38,101.72,28.75,96.91,6.1,79.45,orange
27.0,50.5,71.53,24.43,46.24,5.5,156.48,Paddy
51.16,107.89,90.64,26.4,42.11,4.22,165.2,maize
70.71,-11.02,39.94,23.42,63.12,5.01,136.66,papaya
8.21,101.29,133.6,18.0,76.84,6.94,126.6,rice
25.89,55.48,117.85,26.71,76.49,5.42,129.04,coffee
23.34,56.68,52.79,21.62,103.18,5.9,97.24,muskmelon
-3.61,80.95,-31.93,24.61,68.59,6.49,135.17,lentil
59.39,75.03,111.76,17.62,72.68,4.64,142.68,chickpea
34.87,54.14,38.01,18.48,67.87,6.52,174.84,orange
36.16,-4.94,98.05,29.25,86.79,5.69,51.37,coffee
47.49,46.36,61.78,20.22,48.37,5.58,111.7,chickpea
81.28,69.54,67.59,19.53,53.37,6.44,78.49,papaya
38.23,20.21,-28.5,29.27,66.51,6.41,86.33,mango
66.4,95.1,39.66,29.6,91.89,6.46,30.89,grapes
77.51,85.45,64.03,31.62,71.96,6.4,110.33,grapes
53.95,56.63,101.59,21.85,47.13,7.04,10.09,grapes
7.54,51.28,89.64,30.95,60.8,5.82,140.34,mango
23.65,47.96,79.97,27.18,90.4,8.33,116.48,lentil
76.28,23.08,-28.23,32.26,88.14,5.55,193.63,watermelon
88.4,56.35,122.43,21.05,73.65,6.6,64.51,Paddy
3.09,44.61,72.71,22.9,47.98,7.86,211.71,pomegranate
57.44,23.85,65.21,42.16,55.91,5.87,56.09,banana
29.58,23.16,121.4,25.26,52.22,5.79,64.1,grapes
42.94,27.9,-8.09,23.72,92.28,6.54,146.68,mango
27.42,54.81,69.31,26.28,67.18,6.12,197.16,blackgram
89.29,54.88,89.71,24.85,85.64,6.79,53.32,Paddy
65.75,75.74,40.68,29.43,78.82,6.57,59.26,maize
136.79,61.61,78.2,21.35,82.62,6.17,110.3,banana
67.27,22.74,165.17,26.95,95.12,7.39,101.16,rice
26.68,89.18,7.27,23.51,54.79,6.1,59.24,mungbean
-6.22,56.57,156.72,24.32,67.21,5.45,150.51,papaya
47.85,34.52,-53.34,20.28,90.64,6.76,96.73,mango
14.23,42.66,117.5,25.87,75.21,6.21,91.6,apple
87.29,51.47,-63.71,37.37,47.75,7.51,40.5,lentil
36.66,44.5,-43.19,24.26,114.94,6.81,104.61,apple
79.42,22.86,25.61,25.88,93.05,6.88,151.94,Arecanut
119.08,98.99,-104.56,26.78,60.82,8.22,106.06,watermelon
110.5,62.01,22.72,30.92,69.14,5.95,50.07,Arecanut
46.97,34.82,69.16,40.93,66.65,6.86,83.97,banana
88.69,68.0,87.91,29.48,69.69,6.29,86.77,apple
46.6,19.23,26.5,23.68,60.19,5.96,54.37,lentil
-39.46,40.48,35.85,26.85,85.85,6.3,16.03,maize
20.69,30.71,57.38,17.72,103.31,9.09,145.56,mungbean
95.79,106.74,-54.33,26.61,47.35,5.97,149.37,apple
69.9,99.11,54.86,31.77,67.43,6.15,95.47,cotton
2.16,25.32,29.41,16.24,68.57,6.55,179.0,Paddy
45.18,14.24,105.44,20.48,102.69,7.38,21.38,maize
36.14,37.95,50.64,22.65,89.83,5.83,42.96,lentil
46.1,9.46,-72.34,33.56,102.06,6.66,114.55,pigeonpeas
-34.72,89.5,-38.01,28.32,106.56,5.54,89.9,papaya
74.96,60.67,16.76,23.43,55.17,6.61,93.04,banana
-11.77,68.98,67.59,31.36,88.7,8.04,129.23,muskmelon
102.55,86.18,73.69,24.28,50.65,6.58,94.11,pomegranate
55.35,63.37,186.08,28.4,54.09,6.0,126.3,maize
77.43,70.04,52.06,35.48,107.74,6.87,191.01,chickpea
144.52,117.92,26.68,20.43,137.65,5.53,31.81,banana
-10.55,84.43,35.69,27.28,74.18,6.27,23.62,coffee
29.18,33.51,37.59,24.03,51.4,5.37,126.47,watermelon
82.22,85.01,92.35,18.36,77.97,6.07,99.62,mothbeans
75.71,21.66,101.74,25.55,44.76,6.36,197.68,banana
51.95,44.81,46.29,25.96,61.46,6.85,12.55,mothbeans
58.66,31.3,31.8,21.39,82.31,5.74,117.08,orange
58.17,10.11,75.19,22.52,78.91,5.23,54.87,maize
25.47,28.96,1.25,25.11,42.02,6.68,165.64,apple
-5.88,50.28,106.27,23.83,71.09,6.49,94.86,pomegranate
68.42,98.37,68.68,30.28,86.94,6.12,147.27,coconut
30.73,21.7,79.79,31.86,74.42,6.27,151.36,orange
28.5,37.34,27.8,27.06,71.34,6.63,163.97,mothbeans
18.33,36.95,-22.52,23.15,64.73,5.55,-13.11,mungbean
43.45,66.09,19.41,26.86,40.59,7.12,49.71,blackgram
23.92,85.08,47.41,28.79,64.45,7.45,141.53,kidneybeans
35.72,84.52,95.61,23.69,86.35,5.98,127.37,Arecanut
-8.66,72.38,118.36,26.95,53.35,7.26,182.51,cotton
128.21,86.81,122.92,28.61,88.58,6.27,101.14,jute
95.74,40.09,34.0,22.06,92.04,6.92,167.93,banana
89.55,41.09,45.87,36.43,63.85,5.67,44.12,mothbeans
53.81,54.18,79.64,35.91,50.29,4.92,1.65,orange
